#,ID,Product (EN)
185,,AIRONYL  30mg/100ml syrup
186,,AIRONYL 2.5mg 20tab.
187,,AKANZA SPRAY 15 ML
188,,AKERAT CREAM 200ML
189,,AKINETON 2mg 30tab.
190,,AKINETON 5 mg/ml amp.
191,,AKNAPALEN 0.01GM/10GM TOPICAL GEL
192,,AKNEMYCIN 2% OINT. 15 GM
193,,AKNEMYCIN 2% SOLUTION 25 ML
194,,AKNEROXID 5 GEL 20 GM
195,,AKREN FACIAL CLEANSER 300 ML
196,,AKREN TOPICAL CREAM 60 GM
197,,ALAMBUPHINE 20MG/2ML AMP.
198,,ALBA 50GRAM CREAM
199,,ALBENDAZOLE 400MG  TABS
200,,ALBENDAZOLE 400MG SYRUP
201,,ALBIDERM CREAM
202,,ALBOTHYL 90MG 8VAG.SUPP
203,,ALBUSTIX  8MG TAB.
204,,ALBUSTIX  D 16/12.5MG TAB.
205,,ALBUSTIX  D 32/12.5MG TAB.
206,,ALCOFAN 2.5% GEL
207,,ALCOFAN 25mg  20tab.
208,,ALCOFAN 50MG CAPS.
209,,ALCOHOL 70% SPRAY 60 ML
210,,ALDACTAZIDE 20 TAB
211,,ALDACTONE 100MG 20TAB
212,,ALDACTONE 25MG 20 TAB
213,,ALDOMET 250MG 30 TAB
214,,ALEMOX 1GM F.C.TAB.
215,,ALEMOX 750MG F.C.TAB.
216,,ALENDENE 70mg tab.
217,,ALENDEX 10mg tab.
218,,ALENDEX 40mg tab.
219,,ALENDOMAX 10mg  7tabet
220,,ALENDOMAX 10MG TABLET
221,,ALENDOMAX 40 mg tablet
222,,ALERGAWAY 5 MG 20 ORAL DISINTEG. TABS.
223,,ALERGOLIBER10MG TABS
224,,ALERID 10MG 20 F.C. TAB.
225,,ALERID 10mg/ml oral dps.
226,,ALERID 5MG/5ML SYRUP 100ML
227,,ALERTAM 120mg f.c.tab.
228,,ALERTAM 180MG 10 F.C.TAB.
229,,ALERTAM 60mg f.c.tab.
230,,ALEXA CREAM 75 GM
231,,ALEXAN 50mg/ml vial for I.V. inj. & inf.
232,,ALEXCORDA 200 MG 30 TAB.
233,,ALEXODIAB 1000mg tablets
234,,ALEXOPRINE 75MG CHEW.TAB.
235,,ALEXOPRINE FORTE 300MG TAB.
236,,ALEXOQUINE 250MG TAB.
237,,ALEX-PANTHEN CREAM 20 GM
238,,ALEXTOL 100mg/5ml oral susp.
239,,ALFABETEX 160/25MG 14 F.C. TABS.
240,,ALFABETEX 80/12.5MG 14 F.C. TABS.
241,,ALFACALCIDOL 2MCG/ML ORAL DROPS
242,,ALFACARENO 2MCG/ML DROP
243,,ALFACEF 750MG F.C.TAB.
244,,ALFADOPA 250mg f.c.tab.
245,,ALFARON 3M.I.U inj.
246,,ALFARON 5M.I.U inj.
247,,ALFA SKIN 50GRAM CREAM
248,,ALFASPECT 500 MG 5 SCORED F.C. TAB.
249,,ALFASPECT 750 MG 7 SCORED F.C. TAB.
250,,ALFATRAL 5MG S.R. F.C.TAB.
251,,ALGASON MASSAGE CREAM 40 GM
252,,ALGESAL SURACTIVE 25G  CREAM
253,,ALGESAL SURACTIVE 40G CREAM
254,,ALGIBAUME cream
255,,ALGICAB SUSP.
256,,ALGO PACIFIER WITH CHAIN
257,,ALIAMARE NASAL SPRAY 100ML
258,,ALKA sachets
259,,ALKALINE WASH (SAP) SACHET.
260,,ALKALIPURIN 2.4g/2.5gm granules
261,,ALKAMENT SACHETS
262,,ALKA-MISR ALKALINE NASAL WASH.
263,,ALKANAZOLE 150MG CAPS.
264,,ALKAPEZIL 10mg f.c.tab.
265,,ALKAPOWDER ALKALINE NASAL WASH.
266,,ALKAPRESS 10MG 30 TAB
267,,ALKAPRESS 10MG10 TAB
268,,ALKAPRESS 5MG 10 TAB.
269,,ALKAPRESS 5MG 20TAB.
270,,ALKAPRESS PLUS 10/160MG F.C.TAB.
271,,ALKAPRESS PLUS 10/320 mg f.c.tab.
272,,ALKAPRESS PLUS 5/160MG F.C. TAB.
273,,ALKAPRIDE 50MG SCORED TAB.
274,,ALKASILON  susp.
275,,ALKERAN 2MG 25 F.C.TAB.
276,,ALKOR 10MG 14 F.C. TABS.
277,,ALKOR 20MG 14 F.C.TAB.
278,,ALKOR PLUS 10/20MG 14 TABS
279,,ALKOR PLUS 10/40MG 14 TAB
280,,ALKYLOXAN 200mg vial
281,,ALKYLOXAN 500mg vial
282,,ALKYLOXAN 50mg f.c.tab.
283,,ALLEAR 5MG 20 F.C.TAB.
284,,ALLERBAN S.R. 2MG 20 TAB.
285,,ALLERBAN syrup
286,,ALLERCET 20 CAPS
287,,ALLERCET COLD 10 CAPS.
288,,ALLERFEN 180MG 30F.C.TAB
289,,ALLERFEN 180mg f.c.tab.
290,,ALLERFEN 60MG 30F.C.TAB.
291,,ALLERFEN 60MG F.C.TAB.
292,,ALLERGEX 15G CREAM
293,,ALLERGEX 20MG 20 TAB.
294,,ALLERGEX CAFFEINE 20 TAB.
295,,ALLERGSTOP 50MG/100ML SYP.
296,,ALLERGSTOP 5MG F.C. TABS.
297,,ALLERGYL 2MG/5ML SYRUP 120 ML
298,,ALLERGYL 4 mg TAB.
299,,ALLERGYNA 120mg f.c.tab.
300,,ALLERZONE 0.1% CREAM 25 GM
301,,ALLERZONE 0.1% topical lotion
302,,ALLEVO 5MG F.C.TAB.
303,,ALLIANCE 50GRAM CREAM
304,,ALLOBEN 30 TAB.
305,,ALL-VENT SYRUP 120 ML
306,,ALMITAT 0.05% oint.
307,,ALMITAT 0.5mg/g topical cream
308,,ALMOTRIP FORTE 12.5MG F.C. TABS.
309,,ALOE EVA HAIR AMPOULES 4*15ML
310,,ALOE EVA HAIR CREAM WITH ALOE VERA 100 G
311,,ALOEJEN VAG.DOUSHE 200 ML
312,,ALOEKITA DS SHAMPOO 250ML
313,,ALOEKITA HAIR SHAMPOO 200ML
314,, 1mg/ml eye drops
315,,ALOPANTHEN HAIR LOTION 190ML
316,,ALOPANTHEN SHAPMOO 215 ML
317,,ALOREED oint.
318,,ALPECIN CAFFEINE LIQUID 200 ML
319,,ALPECIN CAFFEINE SHAMPOO C1 250 ML
320,,ALPHA FRESH 2GM 20 SACHETS
321,,ALPHA HEPADOX CAPS
322,,ALPHA KADOL OINT. 35 GM
323,,ALPHA LIPOIC 600mg tab.
324,,ALPHACHYMOTRYPSIN 5MG 3 AMP.
325,,ALPHAFEN 600MG TAB.
326,,ALPHAFEN 800MG 20 TAB.
327,,ALPHAGAN 0.2% EYE DPS.
328,,ALPHAGAN P OPHTHALMIC SOLUTION
329,,ALPHANOVA 0.15% STERILE OPHTH. SOL.
330,,ALPHANOVA PLUS OPHTH. SOL.
331,,ALPHINTERN 30 F.C.TAB.
332,,ALPRAX 1MG 20 TAB.
333,,ALTARGO 1% top.oint.
334,,ALTIAZEM 60MG 20 TAB.
335,,ALTRAPHARMA 60CAP
336,,ALUCAL 320mg chewable tab.
337,,ALUCAL PLUS CHEW. TAB. (AR)
338,,ALUKAST 20MG 20TAB
339,,ALUMAG tab.
340,,ALVEOLIN SYRUP
341,,ALVEOLIN-P SYRUP
342,,ALVESCO 160mcg/actuation inhaler 120does
343,,ALVESCO 160mcg/actuation inhaler 60 does
344,,ALVESCO 80mcg/actuation inhaler
345,,ALVITAL  IRON  SYRUP
346,,ALVITAL CALCIUM SYRUP
347,,ALWAYS MAXI THICK (COTTON) LONG 9 SANITA
348,,ALWAYS MAXI THICK EXTRA LONG 16 SANITARY
349,,ALWAYS MAXI THICK EXTRA LONG 24 SANITARY
350,,ALWAYS MAXI THICK EXTRA LONG 8 SANITARY
351,,ALWAYS MAXI THICK LONG 18 SANITARY PADS
352,,ALWAYS MAXI THICK LONG 28 SANITARY PADS
353,,ALWAYS MAXI THICK LONG 9 SANITARY PADS
354,,ALWAYS MAXI THICK NORMAL 8 SANITARY PADS
355,,ALWAYS ULTRA EXTRA LONG 14 SANITARY PADS
356,,ALWAYS ULTRA EXTRA LONG 7 SANITARY PADS
357,,ALWAYS ULTRA LONG 16 SANITARY PADS
358,,ALWAYS ULTRA LONG 8 SANITARY PADS
359,,ALZAC 10MG 20 CAPS.
360,,ALZAGLOB 10mg scored f.c.tab.
361,,ALZENTAL 200MG 6 TABS
362,,ALZENTAL 200MG F.C.TAB.
363,,ALZENTAL 20mg/ml susp.
364,,ALZIMER 10mg f.c.tab.
365,,ALZIMER 5mg f.c.tab.
366,,ALZIXA 10 MG 30 F.C. TABS.
367,,ALZMENDA 10MG 21 TAB
368,,ALZMENDA 10MG/GM oral drops
369,,ALZMENDA 20MG 21 F.C.TAB.
370,,ALZMENDA 20MG 28 F.C.TAB.
371,,ALZMENDA 5MG 14 F.C. TAB.
372,,AMADOL 100MG S.R. TAB.
373,,AMADOL 100MG/2ML AMP.
374,,AMADOL 50MG HARD GELATIN CAPS.
375,,AMAGLUST 30/2 MG 30 TAB
376,,AMAGLUST 30/4MG 30 TAB.
377,,AMARYL 1mg 30tab
378,,AMARYL 2mg  30tab
379,,AMARYL 3mg 30tab
380,,AMARYL 4MG 30TAB
381,,AMARYL M 2/500MG 30 F.C.TAB
382,,AMBEZIM-G 30 TAB
383,,AMBISOME  50mg I.V. vial
384,,AMBROXOL 15 MG/5ML SYP.
385,,AMBROXOL 30 MG TAB.
386,,AMBROXOL 7.5MG/ML ORAL DROPS
387,,AMBROXOL 75mg S.R caps.
388,,AMCINOL 40MG/ML I.M AMP.
389,,AMEBAZOL 1GM 2F.C.TAB.
390,,AMETIC 10mg/2ml amp. For I.M./I.V. inj.
391,,AMFLUX 1g vial
392,,AMFLUX 500mg vial
393,,AMIGRAINE 10 TAB. (PRICE PER STRIP)
394,,AMIGRAINE 30 TAB
395,,AMIGRAWEST 2.5MG 4 F.C.TAB.
396,,AMIKABIOTIC 500MG 3AMP.
397,,AMIKABIOTIC 500MG AMP
398,,AMIKACIN  EIPICO 100mg/2ml I.M./I.V. via
399,,AMIKACIN 250mg/2ml vial
400,,AMIKACIN 500mg/2ml I.M./I.V. vial
401,,AMIKACIN 500MG/2ML VIAL
402,,AMIKACIN AMOUN 100mg/2ml vial
403,,AMIKACIN SPRAY 100ML.
404,,AMIKACIN SPRAY 50ML
405,,AMIKASKIV 1 GMVIAL
406,,AMIKIN 100MG/2ML VIAL
407,,AMIKIN 250MG/2ML VIAL
408,,AMIKIN 500MG/2ML VIAL
409,,AMILO 10MG 20 TAB.
410,,AMILO 5MG 20TAB
411,,AMILO PLUS 10 TABS
412,,AMINO (ANABOLIC) 100 TABLETS
413,,AMINO 1200 COMPLEX 20TAB
414,,AMINO18  30 CAP
415,,AMINOLEBAN I.V. infusion
416,,AMINOPLASMAL 10% I.V.infusion
417,,AMINOPLASMAL 5%E I.V. infusion
418,,AMINOPLASMAL HEPA 10% I.V.infusion
419,,AMINOSTERILE KE 10% I.V.infusion
420,,AMINOVEN INFANT 10% I.V.infusion 250ml
421,,AMINOVEN INFANT 10%(100ML) I.V.INFUSION
422,,AMINOVENOUS N.Paed 6% I.V.infusion
423,,AMIPAREN 10% soln. for I.V. inf.
424,,AMIPRIDE 50MG 20TAB.
425,,AMIPROSTONE   24MCG   20CAPS
426,,AMITRIPTINE 50MG 30 TAB.
427,,AMLO-ACE 5/10 HARD GELATIN CAPS.
428,,AMLODIPINE 10mg tabs.
429,,AMLODIPINE 5MG TAB.
430,,AMLOSTEROLEN 10/40MG F.C. TABS.
431,,AMLOSTEROLEN 5/20MG F.C. TAB.
432,,AMMONIATED MERCURY 5% (30G)OINT.
433,,AMMONIATED MERCURY 5%(15G) OINT.
434,,AMOCEREBRAL PLUS  30 TAB.
435,,AMOCLAWIN 1 GM 7 TABLETS
436,,AMOCLAWIN 228.5 MG SUSP. 60 ML
437,,AMOCLAWIN 457MG SUSP. 60 ML
438,,AMOCOMB cream
439,,AMOEBYL 500mg tablets
440,,AMOFLAM 100mg enteric coated tab.
441,,AMOFLUX dry mix
442,,AMOFLUXIN 1 GM 12 TAB
443,,AMOFLUXIN 500MG 12CAPS
444,,AMOFLUXIN 500mg vial
445,,AMOPHAGE 500mg 30tab
446,,AMOPHAGE EXTRA 5/500MG TAB.
447,,AMOSAR 100mg f.c.tab.
448,,AMOSAR 25 mg TAB
449,,AMOSAR 50MG F.C. 30TABS
450,,AMOSAR FORTE 100/25 MGF.C.TAB.
451,,AMOSTIGMINE 0.5mg/ml amp.
452,,ATENOLOL  100mg f.c.tab.
453,,ATENOLOL  50mg f.c.tab.
454,,AMOTRIL 0.5MG TAB.
455,,AMOTRIL 2MG 30 TAB.
456,,AMOXICILLIN 500MG 12CAPS
457,,AMOXICILLIN CLAVULANATE 156mg/5ml susp.U
458,,AMOXICILLIN STADA 1000 MG 12 F.C. TAB
459,,AMOXIL  125mg 100ml suspension
460,,AMOXIL  125mg 60ml suspension
461,,AMOXIL 500mg  1vial
462,,AMOXIL 500MG 12 CAPSULE
463,,AMOXIL FORT 250MG/5ML 100ML SUSPENSION
464,,AMOXILANIC  (400/57MG)/5ML POWDER FOR OR
465,,AMOXILANIC 228.5mg/5ml pd. For oral susp
466,,AMOXYCID 125MG/5ML  SUSP.
467,,AMOXYCID 250 MG SYRUP
468,,AMOXYCILLIN  250 MG/5 ML SUSP.
469,,AMPICILLIN 125mg/5 ml susp MISR
470,,AMPICILLIN 1g vial  EL NILE
471,,AMPICILLIN 250 mg vial MISR
472,,AMPICILLIN 250mg/5ml susp.EL NASR
473,,AMPICILLIN 500MG CAPS.  OCTOBER
474,,AMPICILLIN 500MG CAPS. EL NASR
475,,AMPICILLIN 500mg vial EL NASR
476,,AMPICILLIN 500mg vial.MISR
477,,AMPICILLIN FORTE 250mg/5ml  susp.NILE
478,,AMPICILLIN SODIUM 1G VIAL (NASR)
479,,AMPICILLIN SODIUM 500mg I.M/I.V vial CID
480,,AMPICILLIN SODIUM for injection 1000mg C
481,,AMPICLOX 500MG CAPS.
482,,AMPICTAM 1500MG VIAL FOR I.V./I.M. INJ.
483,,AMPICTAM 375MG TAB.
484,,AMPICTAM 375MG VIAL
485,,AMPICTAM 750mg vial
486,,AMPIFLUX 250mg/5ml susp.
487,,AMPIFLUX 500MG 12 CAPS.
488,,AMPOFER    20M    5AMP
489,,AMRASE enteric coated tab.
490,,AMRIBROMAZEPAM 1.5 MG TABS.
491,,AMRIBROMAZEPAM 3MG TABS.
492,,AMRICARNITINE 300MG 20TAB
493,,AMRIFLUCAN 150 MG HARD GELATIN CAPS.
494,,AMRIFLUCAN 50mg hard gelatin caps.
495,,amrl-k 10MG/ML 5 AMP.
496,,AMRIPHYLLINE 100MG SUPP.
497,,AMRIPHYLLINE 300MG SUPP.
498,,AMRISTATIN 40mg f.c.tab.
499,,AMRISTATIN 80mg f.c.tab.
500,,AMRIZOLE  N VAG.SUPP.
501,,AMRIZOLE 1 GM 5 RECTAL SUPP.
502,,AMRIZOLE 125mg/5ml susp.
503,,AMRIZOLE 250MG 20TAB.
504,,AMRIZOLE 500MG 100 ML VIAL
505,,AMRIZOLE 500MG 20TAB.
506,,AMRIZOLE 500MG 5 VAGINAL SUPP.
507,,AMTHROST 125mg/5ml susp.
508,,AMTHROST 250 mg f.c. tab.
509,,AMTHROST 250mg/5ml powder for oral susp.
510,,AMVASC 10 MG 30 CAPS.
511,,AMVASC 5 MG 30 CAPS.
512,,ANAFLEX 10% oint.
513,,ANAFLEX 10% POWDER
514,,ANAFRONIL 25MG 30 S.C. TAB.
515,,ANAFRONIL SR 75MG 20 F.C.TAB.
516,,ANAGEN HAIR LOTION 120 ML
517,,ANALGEX OBLONG 500MG F.C.TAB.
518,,ANALGIN 500mg tab.
519,,ANALLERGE 2mg/5ml syrup
520,,ANALLERGE 4 MG TAB (PRICE PER STRIP)
521,,ANALLERGE 4MG 60 TAB
522,,ANANDRON 50mg  15tab.
523,,ANANDRON 50mg  90tab.
524,,ANAPENTAL 500mg vial.
525,,ANAPHASE SHAMPOO 200ML
526,,ANAPLATE 75mg sugar coated tab.
527,,ANAPRAMINE 25 MG 30TAB
528,,ANAPRAMINE 50 MG 30 F.C.TAB.
529,,ANAPRAMINE S.R. 75mg f.c.tab.
530,,ANASTIM CONCENTRATE AMPOULES 8 ◊ 7.5ML
531,,ANAUSAN syrup
532,,ANDO-DERMA EXTRA GEL 50 ML
533,,ANDOGABLIN 75MG 20 HARD GELATIN CAPSULES
534,,ANDOPOXETINE 30 MG 3 F.C. TAB.
535,,ANDOPOXETINE 60 MG 3 F.C. TAB.
536,,ANDORIVABAN 10 MG 20 F.C. TAB.
537,,ANDOURISTAT 120 MG 20 F.C. TAB.
538,,ANDOURISTAT 80 MG 20 F.C. TAB.
539,,ANDOVIMPAMIDE 100MG   20TAB
540,,ANDRIN CREAM 30 GM
541,,ANDRIOL 40MG CAPS
542,,ANDROCUR 50mg tab.
543,,ANDROMEN 40mg soft gelatin caps.
544,,ANDROXINE 250mg tab.
545,,ANEXNIL 0.5mg/5ml I.V.amp.
546,,"ANGIKINASE 100,000I.U. vial"
547,,"ANGIKINASE 250,000I.U. vial"
548,,"ANGIKINASE 500,000I.U. vial"
549,,ANGIOPRESS 25mg tab. (AR)
550,,ANGIOPRESS 50mg tab.
551,,ANGIOPRESS COMP 50/25 tab.
552,,ANGIOSARTAN 10mg f.c. tab.
553,,ANGIOSARTAN 20MG 28 F.C. TAB.
554,,ANGIOSARTAN 40MG 28 F.C. TAB.
555,,ANGIOSARTAN PLUS 20/12.5MG 28 F.C.TAB.
556,,ANGIOSARTAN PLUS 20/25 MG 28 F.C.TAB.
557,,ANGIOSARTAN PLUS 40/25MG 28.TAB
558,,ANGIOSARTAN PLUS 40MG/12.5MG 28 F.C.TAB.
559,,ANGIOVAN 5mg tab.
560,,ANGISED TAB
561,,ANGITECT 60mg f.c.tab.
562,,ANGOSMOOTH 75mg f.c. tabs.
563,,ANIKA HAIR SERUM
564,,ANN SKIN 50MG
565,,ANONA CARE HAIR OIL 60 ML
566,,ANOXICAM 20MG  10 SUPP.
567,,ANOXICAM 20MG 20 TAB
568,,ANSCHLARIN SYRUP
569,,ANTACID-JEDCO 480MG CHEWABLE TAB.
570,,ANTHELMIN 0.6gm/30ml susp.
571,,ANTHZON    320MG    7TAB.
572,,ANTI- DEP CAP
573,,ANTI RH 120 UNIT IM/IV
574,,ANTI RH 300 UNIT IM/IV
575,,ANTI RH AMP
576,,ANTI RH AMP 300 MCG PREFILLED SYRINGE
577,,ANTI- SCORPION SERUM DRY AMP
578,,ANTI- SNAKE VENOM AMP
579,,ANTI-COX II 15MG 10 SUPP.
580,,ANTI-COX II 15MG 20TAB
581,,ANTI-COX II 15MG/3ML 6 AMP
582,,ANTI-COX II 7.5MG 20CAPS
583,,ANTI-COX II 7.5MG CAPS.
584,,ANTIDIAZOX 100MG/5ML PD. FOR ORAL SOL.
585,,ANTIDIAZOX 500MG 12 F.C.TAB.
586,,ANTIFLAM 1% EMULGEL
587,,ANTIFLAM 25MG TAB.
588,,ANTIFLAM 50MG 20 TAB.
589,,ANTIFLU 20 HARD GELATIN CAP.
590,,ANTI-HAEMOPHYLIC GLOBULIN (A.H.G)INJ.
591,,ANTIMIGROZAN 2.5MG DISINTEGRATING TABS.
592,,ANTIMIGROZAN 5MG DISINTEGRATING TABS.
593,,ANTINAL 200MG  24CAPS.
